title,composer,duration,fileVersion,hasHarmonies,hasLyrics,keysig,lyrics,measures,mscoreVersion,pageFormatHeight,pageFormatTwosided,pageFormatWidth,pages,poet,previousSource,subtitle,tempo,tempoText,timesig,partName,instrumentId,hasPitchedStaff,program,titles,subtitles,composers,poets,yt_id,syncpoint_count,cropped_duration,gpx_name,ss_artist,scorehash,video_title,video_description,channel_name,view_count,thumbnail_path,,ComposerName,WorkName,ComposerName,,f-measure,f-measure-static,composer_name_normalized,composer_url,composer_nationality,composer_born,composer_died,performer_name,performer_gender,performer_nationality,performer_social_media
La Preço de Lleida,,101,420,FALSE,FALSE,-1,,40,,297,TRUE,210,1,,,"www.classclef.com
Miguel Llobet (1878-1938)
Lleida Prison",90,Andante <sym>metNoteQuarterUp</sym> = 90,1/4,Classical Guitar,guitar-nylon,TRUE,24,La Preço de Lleida,"www.classclef.com
Miguel Llobet (1878-1938)
Lleida Prison",,,QdNiEWSlZdU,53,568,la-preco-de-lleida-by-miguel-llobet,,Hf1wc,JOAN SASTRE plays M. Llobet: 5 Canciones Catalanas,"JOAN SASTRE plays M. Llobet: 5 Canciones Catalanas
Grabado en directo el 13-7-2013. 
http://www.joansastre.es
75º aniversario de la muerte del maestro Miquel Llobet.
cançó del ladre, presó de lleida, l'hereu riera, el noi de la mare i plany",J sastreC,5352,yt_thumbnails/QdNiEWSlZdU.jpg,,Miguel Llobet (1878-1938),,Miguel Llobet (1878-1938),Miguel Llobet,0.95,0.95,Miguel Llobet,https://imslp.org/wiki/Category%3ALlobet%2C%20Miguel,Spanish,1878,1938,Joan Sastre,male,unknown,{'website': 'http://www.joansastre.es'}
Opus 6 No 11 in E minor,,232,420,FALSE,FALSE,0,,87,,297,TRUE,210,7,,,"www.classclef.com
Fernando Sor (1778-1839)
Segovia Study 17",90,<sym>metNoteQuarterUp</sym> = 90,4/4,Steel Guitar,cavaquinho,TRUE,25,Opus 6 No 11 in E minor,"www.classclef.com
Fernando Sor (1778-1839)
Segovia Study 17",,,_CNdHDXzGP8,88,265,Opus 6 No 11 in E minor by Fernando Sor,,Tf1wc,Sor Etude in E minor,"The beautiful Sor Etude Op.6 No.11 played by me, Samantha Muir. Decided to record a live version of this as I am busy practicing it for the upcoming Sherborne Abbey Festival.

Please email me for more information about my guitar: samanthaguitar@icloud.com",Samantha Muir,140866,yt_thumbnails/_CNdHDXzGP8.jpg,,Fernando Sor (1778-1839),,Fernando Sor (1778-1839),Fernando Sor,0.71,0.71,Fernando Sor,https://imslp.org/wiki/Category%3ASor%2C%20Fernando,Spanish,1778,1839,Samantha Muir,female,,{'email': 'samanthaguitar@icloud.com'}
Gary Owen,,252,420,FALSE,FALSE,3,,172,,297,TRUE,210,5,Words by  (Opus 125 No 6),,"www.classclef.com
Mauro Giuliani (1781-1829)
6 Irish National Airs",140,Allegro con brio <sym>metNoteQuarterUp</sym> = 140,2/8,Nylon Guitar,cavaquinho,TRUE,24,Gary Owen,"www.classclef.com
Mauro Giuliani (1781-1829)
6 Irish National Airs",,Words by  (Opus 125 No 6),XqcPkyht-Lw,198,251,mauro-giuliani-gary-owen,,bf1wc,Mauro Giuliani - Garyowen,"Mauro Giuliani (1781-1829)

Garyowen, from ""6 Arie Nazionali Irlandesi"" (Six Irish National Airs)

Rui Namora, guitar (Early XXth century)",Rui Namora,7495,yt_thumbnails/XqcPkyht-Lw.jpg,,Mauro Giuliani (1781-1829),,Mauro Giuliani (1781-1829),Mauro Giuliani,0.89,0.89,Mauro Giuliani,https://imslp.org/wiki/Category%3AGiuliani%2C%20Mauro,Italian,1781,1829,Rui Namora,male,unknown,{}
Gallardas,Music by Arr: Edson Lopes,121,420,FALSE,FALSE,-1,,55,,297,TRUE,210,2,,,"www.classclef.com
Gaspar Sanz (1640-1710)",108,Maestoso <sym>metNoteQuarterUp</sym> = 108,2/4,Nylon Guitar,cavaquinho,TRUE,24,Gallardas,"www.classclef.com
Gaspar Sanz (1640-1710)",Music by Arr: Edson Lopes,,MKWgzlIpBuY,56,145,sanz-gallardas,,df1wc,Gallardas (Gaspar Sanz),"Work: Gallardas
Composer: Gaspar Sanz (1640-1710) (Spain) (Baroque)
Performer: Edson Lopes

Level: Intermediary

Edition: Edson Lopes

Sheet Music available in: 
https://drive.google.com/file/d/0B8drXawOjAngLWtKbzBsd0ZXNHc/view?usp=sharing&resourcekey=0-qMmtvhPN3l1_b5La1Vs6Uw

Sheet Music: https://www.tinyurl.com/guitarmusicweb",Edson Lopes,23317,yt_thumbnails/MKWgzlIpBuY.jpg,,Gaspar Sanz (1640-1710),,Gaspar Sanz (1640-1710),Gaspar Sanz,0.98,0.98,Gaspar Sanz,https://imslp.org/wiki/Category%3ASanz%2C%20Gaspar,Spanish,1640,1710,Edson Lopes,male,unknown,{}
BWV997 Prelude,,168,420,FALSE,FALSE,0,,56,,297,TRUE,210,4,,,"Lute Suite No 2 in C minor 
Johann Sebastian Bach",80,<sym>metNoteQuarterUp</sym> = 80,4/4,Steel Guitar,cavaquinho,TRUE,25,BWV997 Prelude,"Lute Suite No 2 in C minor 
Johann Sebastian Bach (1685-1750)",,,qT501gr8PJM,57,205,BWV997 Prelude by Johann Sebastian Bach,,Wf1wc,Bach BWV  997 prelude Ioana Gandrabur  guitarist,Canadian-Romanian born  blind (ciega) guitarist Ioana Gandrabur plays the prelude from Johan Sebastian Bach BWV 997 suite.    http://ioanagandrabur.com,rsagala,108832,yt_thumbnails/qT501gr8PJM.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.33,0.33,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,Ioana Gandrabur,female,Canadian-Romanian,"{'website': 'http://ioanagandrabur.com', 'twitter': 'rsagala'}"
"Come, Heavy Sleep",Music by Edited by Julian Bream,137,420,FALSE,FALSE,4,,20,,297,TRUE,210,2,,,"www.classclef.com
Benjamin Britten (1913-1976)
Nocturnal after Dowland (Opus 70)",35,Molto Tranquillo <sym>metNoteQuarterUp</sym> = 35,4/4,Nylon Guitar,cavaquinho,TRUE,24,"Come, Heavy Sleep","www.classclef.com
Benjamin Britten (1913-1976)
Nocturnal after Dowland (Opus 70)",Music by Edited by Julian Bream,,qY8klXS9cf8,24,127,britten-come-heavy-sleep,,Zf1wc,"Xuefei Yang - Come Heavy Sleep - John Dowland (arr. Britten, from Nocturnal)","Xuefei Yang performs John Downland's Come Heavy Sleep, in the arrangement that appears at the end of Benjamin Britten's Nocturnal.
This was recorded on World Sleep Day 2021.",Xuefei Yang,8994,yt_thumbnails/qY8klXS9cf8.jpg,,Benjamin Britten (1913-1976),,Benjamin Britten (1913-1976),Benjamin Britten,0.91,0.91,Benjamin Britten,https://imslp.org/wiki/Category%3ABritten%2C%20Benjamin,English,1913,1976,Xuefei Yang,female,Chinese,{}
"Come, Heavy Sleep",Music by Edited by Julian Bream,137,420,FALSE,FALSE,4,,20,,297,TRUE,210,2,,,"www.classclef.com
Benjamin Britten (1913-1976)
Nocturnal after Dowland (Opus 70)",35,Molto Tranquillo <sym>metNoteQuarterUp</sym> = 35,4/4,Nylon Guitar,cavaquinho,TRUE,24,"Come, Heavy Sleep","www.classclef.com
Benjamin Britten (1913-1976)
Nocturnal after Dowland (Opus 70)",Music by Edited by Julian Bream,,09wKaJ4nDCk,115,223,walton-bagatelle2,,Lf1wc,"Bagatelle No. 2 by William Walton, performed by Stephanie Jones","Subscribe to be notified about the next Bagatelle videos!

The Five Bagatelles by British composer William Walton are considered to be some of the most outstanding compositions for the guitar. The pieces make exceptional use of all of the instrument's musical and technical capabilities.

The Five Bagatelles were written in 1971 and first performed by the great Julian Bream in 1972.

Five Bagatelles playlist: https://www.youtube.com/playlist?list=PLMi3uM-UO1f_P1xvvdmx_9xlGtLRJd20M

Production by Jakob Schmidt",Stephanie Jones,118847,yt_thumbnails/09wKaJ4nDCk.jpg,,Benjamin Britten (1913-1976),,Benjamin Britten (1913-1976),Benjamin Britten,0.93,0.93,Benjamin Britten,https://imslp.org/wiki/Category%3ABritten%2C%20Benjamin,English,1913,1976,Stephanie Jones,female,,"{'youtube': 'https://www.youtube.com/user/stephaniejones', 'instagram': None, 'twitter': None}"
Humoresque,Music by Arr. Stefan Apke,188,420,FALSE,FALSE,3,,33,,297,TRUE,210,2,,,"www.classclef.com
Agustin Barrios (1885-1944)",80,<sym>metNoteQuarterUp</sym> = 80,3/4,Nylon Guitar,cavaquinho,TRUE,24,Humoresque,"www.classclef.com
Agustin Barrios (1885-1944)",Music by Arr. Stefan Apke,,tglMEIZwU78,49,128,humoresque-barrios,,jf1wc,Humoresque　A.Barrios　ユモレスク　バリオス　Tadashi Ishida　クラシックギター,ユーモレスクとはこっけい味を帯びた軽やかな器楽曲の小品という意味ですがとても品のある曲です。石田　忠,石田忠,2877,yt_thumbnails/tglMEIZwU78.jpg,,Agustin Barrios (1885-1944),,Agustin Barrios (1885-1944),Agustin Barrios,0.87,0.87,Agustin Barrios,https://imslp.org/wiki/Category%3ABarrios%20Mangor%C3%A9%2C%20Agust%C3%ADn,Paraguayan,1885,1944,Tadashi Ishida,male,Japanese,
Leonesa,,110,420,FALSE,FALSE,2,,31,,297,TRUE,210,1,,,"www.classclef.com
Miguel Llobet (1878-1938)",80,<sym>metNoteQuarterUp</sym> = 80,3/4,Nylon Guitar,cavaquinho,TRUE,24,Leonesa,"www.classclef.com
Miguel Llobet (1878-1938)",,,5NrHAqjhA9A,49,121,leonesa-miguel-llobet,,Pf1wc,Leonesa - Miguel Llobet,"Une seconde pièce, harmonisée en 1910 environ, par Miguel Llobet, sur la base d'une chanson populaire de Rogelio Villar (1875-1937)

Miguel Llobet Solés est un compositeur et  guitariste espagnol (Barcelone, 1878-1938). On lui doit les premiers enregistrements (avec Augustin Barrios) de guitare classique, réalisés dès 1925. Il était reconnu comme un éminent virtuose qui se produisit régulièrement sur les scènes européenne et américaine. 

Le titre de la pièce, ""Leonesa"", fait probablement allusion à une illustre guitare de Antonio de Torres, la FE4,  construite en 1856, autrement dit ""La Leona"".

Autre hypothèse: Rogelio Villar,  compositeur, musicologue et professeur espagnol, est né à Léon.  Il a été élève de Zabalza au Conservatoire de Madrid et a obtenu en 1918 la chaire de Musique de Chambre dans cette institution entre 1919 et 1936. 
 Il a fait des recherches sur la musique folklorique de la région de Léon et a utilisé des rythmes et des mélodies populaires dans toute sa production.  Les airs nostalgiques de ses compositions lui ont valu le surnom de "" Grieg espagnol ». Il a en outre publié cinq cahiers de Chansons de Léon (Canciones Leonesas)... d'où l'explication du titre de l'adaptation de Miguel Llobet? 

Joué sur un modèle Torres/ Played on a  guitarTorres model

An other piece, harmonized in 1910 approximately, by Miguel Llobet, on the basis of a popular song of Rogelio Villar (1875-1937)
Miguel Llobet Solés (18 October 1878 -- 22 February 1938) was a classical guitarist, born in Barcelona (Catalonia, Spain). Llobet was a renowned virtuoso who toured Europe and America extensively. He made well known arrangements of Catalan folk songs for the solo guitar and is also the composer of original works.

The title, ""Leonesa"", probably alludes to a famous guitar of Antonio de Torres, the FE4, built in 1856, in other words ""La Leona""

Another assumption: Rogelio Villar, composer, musicologist and Spanish professor, was born in Léon.  It was raises of Zabalza in the Academy of Madrid and obtained in 1918 the pulpit of Chamber music in this institution between 1919 and 1936.
It made research on the folk music of the area of Léon and used popular rhythms and melodies in all its production.  The nostalgic airs of its compositions were worth the nickname of ""Spanish Grieg"". Did it moreover publish five books of  Léon's Songs (Canciones Leonesas)... from where the explanation of the title of the adaptation of Miguel Llobet?",44guitares,6956,yt_thumbnails/5NrHAqjhA9A.jpg,,Miguel Llobet (1878-1938),,Miguel Llobet (1878-1938),Miguel Llobet,0.85,0.85,Miguel Llobet,https://imslp.org/wiki/Category%3ALlobet%2C%20Miguel,Spanish,1878,1938,Unknown,male,,
Bagatelle No 1,Music by Arr. Julian Bream,196,420,FALSE,FALSE,0,,120,,297,TRUE,210,6,,,"www.classclef.com
William Walton (1902-1983)",125,<sym>metNoteQuarterUp</sym> = 125,3/4,Nylon Guitar,cavaquinho,TRUE,24,Bagatelle No 1,"www.classclef.com
William Walton (1902-1983)",Music by Arr. Julian Bream,,LRVa1vJ2hwE,122,245,walton-bagatelle1,,Kf1wc,"Bagatelle No. 1 by William Walton, performed by Stephanie Jones","The Five Bagatelles by British composer William Walton are considered to be some of the most outstanding compositions for the guitar. The pieces make exceptional use of all of the instrument's musical and technical capabilities.

The Five Bagatelles were written in 1971 and first performed by the great Julian Bream in 1972.

Subscribe to be notified about the next Bagatelle videos!

Production by Jakob Schmidt",Stephanie Jones,142466,yt_thumbnails/LRVa1vJ2hwE.jpg,,William Walton (1902-1983),,William Walton (1902-1983),William Walton,0.96,0.96,William Walton,https://imslp.org/wiki/Category%3AWalton%2C%20William,English,1902,1983,Stephanie Jones,female,unknown,"{'youtube': '', 'instagram': '', 'twitter': ''}"
Burgalesa,Music by Edson Lopes,153,420,FALSE,FALSE,5,,42,,297,TRUE,210,2,Words by Revised and fingerd,,"www.classclef.com
Federico Moreno Torroba (1891-1982)",30,<sym>metNoteQuarterUp</sym> = 30,6/8,Nylon Guitar,cavaquinho,TRUE,24,Burgalesa,"www.classclef.com
Federico Moreno Torroba (1891-1982)",Music by Edson Lopes,Words by Revised and fingerd,h6Q_ffe9aAM,42,184,torroba-burgalesa,,xf1wc,Burgalesa (F. M. Torroba),"Edson Lopes play Burgalesa by Federico Moreno Torroba
Edition: Edson Lopes

Level: Advanced

Sheet Music:
https://drive.google.com/file/d/0B8drXawOjAngQ1Rqc09tMkRCT0U/view?usp=sharing&resourcekey=0-iSU4j6xnaXWjd0FHWfIrPw

Guitar: Andrea Tacchi, 2015",Edson Lopes,25184,yt_thumbnails/h6Q_ffe9aAM.jpg,,Federico Moreno Torroba (1891-1982),,Federico Moreno Torroba (1891-1982),Federico Moreno Torroba,0.87,0.87,Federico Moreno Torroba,https://en.wikipedia.org/wiki/Federico_Moreno_Torroba,Spanish,1891,1982,Edson Lopes,male,,{}
Oblivion,Music by Arr. Nadja Kssinskaja,288,420,FALSE,FALSE,1,,96,,297,TRUE,210,4,,,"www.classclef.com
Astor Piazzolla (1921-1992)",80,<sym>metNoteQuarterUp</sym> = 80,4/4,Nylon Guitar,cavaquinho,TRUE,24,Oblivion,"www.classclef.com
Astor Piazzolla (1921-1992)",Music by Arr. Nadja Kssinskaja,,89tG4uIZq1s,99,316,oblivion-piazzolla,,Qf1wc,OBLIVION Astor Piazzolla played by Nadja Kossinskaja,Oblivion original by Astor Piazolla. Arranged for guitar and played by Nadja Kossinskaja.,mi favouties,12724,yt_thumbnails/89tG4uIZq1s.jpg,,Astor Piazzolla (1921-1992),,Astor Piazzolla (1921-1992),Astor Piazzolla,0.84,0.84,Astor Piazzolla,https://imslp.org/wiki/Category%3APiazzolla%2C%20Astor,Argentine,1921,1992,Nadja Kossinskaja,female,,
Opus 11 No 6,,117,420,FALSE,FALSE,3,,26,,297,TRUE,210,5,,,"Minuet in A Major
Fernando Sor (1778-1839)",80,<sym>metNoteQuarterUp</sym> = 80,3/4,Nylon Guitar,cavaquinho,TRUE,24,Opus 11 No 6,"Minuet in A Major
Fernando Sor (1778-1839)",,,-lqUaqFjkOQ,53,224,Opus 11 No 6 by Fernando Sor,,nf1wc,"Pavel Steidl | Menuet No. 6, op. 11 by Fernando Sor","Menuet No. 6, op. 11 by Fernando Sor

Guitar: Pavel Steidl
Luthier: Martin de Witte
Video: Open Strings Berlin 

Open Strings Berlin https://www.youtube.com/openstringsberlin
Guitar Salon International https://www.youtube.com/GSIguitars
Camino Artes http://www.caminoartes.org",CaminoArtes de Santiago de Compostela,17988,yt_thumbnails/-lqUaqFjkOQ.jpg,,Fernando Sor (1778-1839),,Fernando Sor (1778-1839),Fernando Sor,0.21,0.21,Fernando Sor,https://imslp.org/wiki/Category%3ASor%2C%20Fernando,Spanish,1778,1839,Pavel Steidl,male,Czech,{'YouTube': 'https://www.youtube.com/GSIguitars'}
Caprice No 9,,146,420,FALSE,FALSE,1,,29,,297,TRUE,210,2,,,"www.classclef.com
Luigi Legnani (1790-1877)
Opus 20 No 9",30,<sym>metNoteQuarterUp</sym> = 30,4/4,Nylon Guitar,cavaquinho,TRUE,24,Caprice No 9,"www.classclef.com
Luigi Legnani (1790-1877)
Opus 20 No 9",,,TFUADLa-Pss,85,201,legnani-caprice9,,Ff1wc,"L. Legnani - Caprice n.9, op.20 - Tatyana Ryzhkova - Classical Guitar","#classicalguitar #legnani #guitar #tatyanaryzhkova
Join me at: https://www.patreon.com/tatyana
You can also support me via PayPal:  tatyanaguitarmail@gmail.com  or via 
Bitcoin: bc1qyrcx25nhgfg7mxg8vp7ka7wkdt0y7ece3s5jx3

This video has been recorded for an italian online project by Filippo Michelangeli, 
together with other 35 worlwide best guitarsts. 

Please take a look in my Online Shop, where you'll find guitars, scores and music: https://www.tatyana-guitar.com/shop/

My CDs: https://www.tatyana-guitar.com/produk...
Tatyana Ryzhkova Black Limba signature guitar by Raimundo (cedar top): https://www.tatyana-guitar.com/produk...
Tatyana Ryzhkova Black Limba signature guitar by Raimundo (spruce top): https://www.tatyana-guitar.com/produk...
The Bible of Classical Guitar Technique by Hubert Kappel: https://www.tatyana-guitar.com/produk...
Guitar Support – Ergoplay Tappert: https://www.tatyana-guitar.com/produk...

For master classes and concert inquiries, please contact: info@tatyana-guitar.com",Tatyana Ryzhkova - guitar music and lessons,21793,yt_thumbnails/TFUADLa-Pss.jpg,,Luigi Legnani (1790-1877),,Luigi Legnani (1790-1877),Luigi Legnani,0.66,0.66,Luigi Legnani,https://imslp.org/wiki/Category%3ALegnani%2C%20Luigi,Italian,1790,1877,Tatyana Ryzhkova,female,unknown,"{'patreon': 'https://www.patreon.com/tatyana', 'paypal': 'tatyanaguitarmail@gmail.com', 'bitcoin': 'bc1qyrcx25nhgfg7mxg8vp7ka7wkdt0y7ece3s5jx3'}"
Valsa Choro,,377,420,FALSE,FALSE,1,,87,,297,TRUE,210,2,,,"www.classclef.com
Heitor Villa Lobos (1887-1959)
Suite Populaire Bresilienne No 3",125,<sym>metNoteQuarterUp</sym> = 125,3/4,Nylon Guitar,cavaquinho,TRUE,24,Valsa Choro,"www.classclef.com
Heitor Villa Lobos (1887-1959)
Suite Populaire Bresilienne No 3",,,tyoIO_AavSo,164,291,Valsa Choro by Heitor Villa Lobos,,gf1wc,"Villa-Lobos' ""Valsa-Chôro"" played by Tomasz Fechner on a 2018 Julia Wenzel","Enjoyed the video? Leave a Tip for Tomasz Fechner: https://link.cicadamusic.net/tomek-gsi

Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 2018 Julia Wenzel SP/IN (https://tinyurl.com/y4y9um3v)

Here's Tomasz Fechner performing the third movement, ""Valsa-Chôro"" from the ""Suite populaire brésilienne"" by Heitor Villa-Lobos on a on a beautiful classical guitar made in 2018 by Julia Wenzel with spruce top and Indian rosewood back and sides - this is his popular and well-known ""Double Top"" model. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,40149,yt_thumbnails/tyoIO_AavSo.jpg,,Heitor Villa Lobos (1887-1959),,Heitor Villa Lobos (1887-1959),Heitor Villa Lobos,0.94,0.94,Heitor Villa Lobos,https://imslp.org/wiki/Category%3AVilla-Lobos%2C%20Heitor,Brazilian,1887,1959,Tomasz Fechner,male,unknown,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}"
Interrogando,,160,420,FALSE,FALSE,2,,47,,297,TRUE,210,6,Words by Fingered and revised by Turibio Santos,,"Joao Pernambuco (1883-1947)
www.classclef.com
Jongo",104,<sym>metNoteQuarterUp</sym> = 104,4/4,Guitar,guitar-steel,TRUE,24,Interrogando,"Joao Pernambuco (1883-1947)
www.classclef.com
Jongo",,Words by Fingered and revised by Turibio Santos,E00pvZlFj-U,60,170,Interrogando by Joao Pernambuco,,Gf1wc,Interrogando - (Jongo) - (João Pernambuco) - Mário Estanislau,"Interrogando,  João Pernambuco, jongo, violão brasileiro, brazilian guitar, Mário Estanislau,  Pirajá, classical guitar.",mario estanislau,4694,yt_thumbnails/E00pvZlFj-U.jpg,,Joao Pernambuco (1883-1947),,Joao Pernambuco (1883-1947),Joao Pernambuco,0.94,0.94,Joao Pernambuco,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Pernambuco,Brazilian,1883,1947,Mário Estanislau,male,Brazilian,
Berceuse,,210,420,FALSE,FALSE,2,,75,,297,TRUE,210,4,Words by sur un theme de Grenet,,"www.classclef.com
Leo Brouwer
Cancion de Cuna",100,<sym>metNoteQuarterUp</sym> = 100,2/2,Untitled,cavaquinho,TRUE,24,Berceuse,"www.classclef.com
Leo Brouwer
Cancion de Cuna",,Words by sur un theme de Grenet,rg0zcfOwEf0,76,264,brouwer-berceuse,,rf1wc,Alí Arango Performs Brouwer’s “Berceuse” (Canción de Cuna),"Watch Alí Arango teach the music of Leo Brouwer, exclusively on tonebase!
➡️ https://app.tonebase.co/guitar/artists/AliArango?utm_source=youtube&utm_medium=video&utm_campaign=brouwer-berceuse&utm_content=performance

Enjoy this gorgeous performance of Leo Brouwer’s “Berceuse” (Canción de Cuna) by Cuban guitarist Alí Arango. Then once you’re good and inspired, check out his full lesson on the piece and learn how Alí approaches his interpretation so you can create your own!

DOWNLOAD 5 FREE SCORES
Explore the classical guitar sheet music library
Every lesson on tonebase is accompanied with a curated score or workbook, created by our team of experts. Browse our full sheet music library below and download 5 PDF scores for free.
➡️ https://www.tonebase.co/guitar/free-sheet-music-library

---

tonebase gives you instant access to knowledge from the world's greatest classical guitarists, performers, and educators. Learn more by visiting https://tonebase.co

Facebook - https://tb.media/FacebookGuitar
Instagram - https://tb.media/InstagramGuitar
Medium - https://medium.com/tonebase

Questions? Contact us: team@tonebase.co",tonebase Guitar,21647,yt_thumbnails/rg0zcfOwEf0.jpg,,Leo Brouwer,,Leo Brouwer,Leo Brouwer,0.13,0.13,Leo Brouwer,https://en.wikipedia.org/wiki/Leo_Brouwer,Cuban,1939,,Alí Arango,male,Cuban,"{'facebook': 'https://tb.media/FacebookGuitar', 'instagram': 'https://tb.media/InstagramGuitar', 'medium': 'https://medium.com/tonebase'}"
